date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,sl_spot,tp_spot,sl_pts,lots,lot_size,quantity,exit_spot,gross_pnl,net_pnl,pnl_pct,exit_reason
2024-06-07,NIFTY,ORB,CALL,NEUTRAL,-0.119,10:35:00,10:40:00,23041.65,22972.79,23200.92,68.86,1,50,50,23208.3,8282.5,8126.46,0.71,TP hit
2024-06-10,NIFTY,PDH_PDL,PUT,NEUTRAL,0.211,10:35:00,10:40:00,23321.9,23368.54,23275.26,46.64,1,50,50,23310.95,597.5,440.95,0.04,NO_MOVE_EXTENDED
2024-06-12,NIFTY,VWAP,PUT,BULLISH,0.355,11:25:00,11:30:00,23378.85,23425.61,0.0,46.76,1,50,50,23435.05,-2760.0,-2917.17,-0.25,SL hit
2024-06-19,NIFTY,ORB,PUT,NEUTRAL,0.287,10:55:00,11:00:00,23508.2,23578.8,23383.97,70.6,1,50,50,23535.45,-1312.5,-1470.17,-0.13,NO_MOVE_TREND_LOST
2024-06-19,NIFTY,VWAP,PUT,NEUTRAL,0.287,13:05:00,13:10:00,23528.25,23575.31,0.0,47.06,1,50,50,23552.05,-1140.0,-1297.76,-0.11,NO_MOVE_TREND_LOST
2024-06-21,NIFTY,ORB,PUT,BULLISH,0.348,10:40:00,10:45:00,23544.8,23615.53,23439.6,70.73,1,50,50,23539.3,325.0,167.31,0.01,NO_MOVE_EXTENDED
2024-06-24,NIFTY,ORB,CALL,BEARISH,-0.302,11:00:00,11:05:00,23505.0,23434.68,23573.0,70.32,1,50,50,23541.75,1787.5,1629.79,0.14,Hard close (15:15)
2024-07-02,NIFTY,VWAP,PUT,BULLISH,0.438,11:40:00,11:45:00,24131.6,24179.86,0.0,48.26,1,50,50,24124.35,412.5,251.88,0.02,Hard close (15:15)
2024-07-08,NIFTY,PDH_PDL,PUT,NEUTRAL,0.052,10:30:00,10:35:00,24280.3,24329.03,24231.74,48.73,1,50,50,24296.95,-782.5,-943.98,-0.08,NO_MOVE_TREND_LOST
2024-07-12,NIFTY,ORB,CALL,NEUTRAL,0.203,10:55:00,11:00:00,24528.5,24455.18,24588.2,73.32,1,50,50,24501.3,-1410.0,-1572.5,-0.13,NO_MOVE_EXTENDED
2024-07-18,NIFTY,VWAP,CALL,NEUTRAL,-0.233,12:10:00,12:15:00,24607.0,24557.79,0.0,49.21,1,50,50,24808.5,10025.0,9860.96,0.8,Hard close (15:15)
2024-07-22,NIFTY,ORB,CALL,BEARISH,-0.327,10:45:00,10:50:00,24593.6,24520.07,24728.05,73.53,1,50,50,24511.85,-4137.5,-4300.06,-0.35,SL hit
2024-07-23,NIFTY,VWAP,CALL,NEUTRAL,0.216,11:00:00,11:05:00,24508.8,24459.78,0.0,49.02,1,50,50,24458.05,-2587.5,-2749.79,-0.22,SL hit
2024-07-29,NIFTY,VWAP,CALL,BULLISH,0.368,10:55:00,11:00:00,24930.7,24880.84,0.0,49.86,1,50,50,24806.85,-6242.5,-6406.53,-0.51,SL hit
2024-07-30,NIFTY,ORB,CALL,NEUTRAL,-0.006,11:50:00,11:55:00,24923.7,24849.04,25015.27,74.66,1,50,50,24895.2,-1475.0,-1639.47,-0.13,NO_MOVE_EXTENDED
2024-08-05,NIFTY,ORB,PUT,BEARISH,-1.606,10:45:00,10:50:00,24145.75,24218.33,23956.18,72.58,1,50,50,23914.25,11625.0,11465.43,0.95,TP hit
2024-08-05,NIFTY,ORB,PUT,BEARISH,-1.606,11:25:00,11:30:00,24005.95,24078.53,23956.18,72.58,1,50,50,23948.2,2937.5,2777.76,0.23,TP hit
2024-08-09,NIFTY,PDH_PDL,PUT,BULLISH,1.196,10:20:00,10:25:00,24336.4,24385.08,24287.73,48.68,1,50,50,24355.25,-892.5,-1054.27,-0.09,NO_MOVE_TREND_LOST
2024-08-16,NIFTY,VWAP,CALL,BULLISH,0.788,11:25:00,11:30:00,24313.3,24264.67,0.0,48.63,1,50,50,24550.75,11822.5,11659.75,0.96,Hard close (15:15)
2024-08-28,NIFTY,ORB,CALL,NEUTRAL,0.077,11:15:00,11:20:00,25065.85,24990.71,25173.4,75.14,1,50,50,25094.85,1400.0,1234.53,0.1,NO_MOVE_EXTENDED
2024-09-06,NIFTY,ORB,PUT,NEUTRAL,-0.203,11:05:00,11:10:00,24876.75,24951.88,24827.0,75.13,1,50,50,24952.5,-3737.5,-3902.26,-0.31,SL hit
2024-09-09,NIFTY,ORB,CALL,NEUTRAL,-0.181,10:40:00,10:45:00,24888.65,24814.11,24988.28,74.54,1,50,50,24851.95,-1885.0,-2049.26,-0.16,NO_MOVE_EXTENDED
2024-09-13,NIFTY,VWAP,PUT,BULLISH,0.456,13:15:00,13:20:00,25357.2,25407.91,0.0,50.71,1,50,50,25381.95,-1187.5,-1354.41,-0.11,NO_MOVE_TREND_LOST
2024-09-19,NIFTY,ORB,PUT,BULLISH,0.567,11:25:00,11:30:00,25439.45,25515.9,25295.55,76.45,1,50,50,25423.05,870.0,702.89,0.06,NO_MOVE_EXTENDED
2024-09-19,NIFTY,SMC,CALL,BULLISH,0.567,13:20:00,13:25:00,25424.05,25375.98,25520.19,48.07,1,50,50,25395.55,-1475.0,-1641.98,-0.13,NO_MOVE_TREND_LOST
2024-09-20,NIFTY,ORB,CALL,BULLISH,0.318,10:35:00,10:40:00,25660.55,25583.91,25729.72,76.64,1,50,50,25709.45,2395.0,2226.46,0.17,NO_MOVE_EXTENDED
2024-10-01,NIFTY,ORB,PUT,NEUTRAL,-0.133,10:30:00,10:35:00,25760.85,25838.21,25608.72,77.36,1,50,50,25794.15,-1615.0,-1783.97,-0.14,Hard close (15:15)
