date,index,direction,or_high,or_low,or_range_pct,breakout_time,breakout_price,entry_premium,exit_premium,lots,lot_size,quantity,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2025-05-27,NIFTY,CALL,24976.1,24769.3,0.008349044987141311,11:15:00,25013.65,111.1,87.42,1,50,50,-1384.16,-1425.44,-25.66,SL hit,2
2025-05-29,NIFTY,PUT,24889.7,24793.8,0.003867902459485898,10:30:00,24743.2,205.59,162.75,1,50,50,-2341.99,-2384.4,-23.2,SL hit,7
2025-05-30,NIFTY,PUT,24862.9,24780.0,0.0033454398708636585,10:30:00,24737.6,190.3,151.42,1,50,50,-2144.19,-2186.43,-22.98,SL hit,6
2025-06-03,NIFTY,PUT,24845.1,24647.15,0.008031354537948489,11:00:00,24590.2,109.21,83.23,1,50,50,-1499.09,-1540.31,-28.21,SL hit,2
2025-06-05,NIFTY,CALL,24717.05,24613.1,0.004223360730667845,11:45:00,24742.05,205.58,174.91,1,50,50,-1733.33,-1775.92,-17.28,Hard close,7
2025-06-13,NIFTY,CALL,24653.15,24473.0,0.007361173538184998,11:30:00,24679.3,189.85,153.21,1,50,50,-2031.84,-2074.11,-21.85,Hard close,6
2025-06-16,NIFTY,CALL,24817.65,24703.6,0.004616736022280272,10:30:00,24870.4,135.28,141.63,1,50,50,117.59,75.49,1.12,Hard close,3
2025-06-17,NIFTY,PUT,24982.05,24867.95,0.0045882350575740475,12:45:00,24827.9,110.27,86.97,1,50,50,-1364.86,-1406.14,-25.5,SL hit,2
2025-06-20,NIFTY,CALL,24881.5,24783.65,0.003948167441034656,10:00:00,24919.05,191.7,205.5,1,50,50,489.79,446.74,4.66,Hard close,6
2025-06-24,NIFTY,CALL,25250.85,25150.0,0.004009940357852825,11:15:00,25283.5,112.29,54.34,1,50,50,-3097.68,-3138.46,-55.9,SL hit,2
2025-06-26,NIFTY,CALL,25351.85,25259.9,0.0036401569285704647,10:00:00,25386.2,210.94,166.35,1,50,50,-2429.44,-2471.9,-23.44,SL hit,7
2025-06-30,NIFTY,PUT,25669.35,25591.55,0.0030400659592716844,10:15:00,25555.0,139.01,134.22,1,50,50,-439.7,-481.68,-6.93,Hard close,3
2025-07-10,NIFTY,PUT,25524.05,25446.35,0.0030534831125092884,10:00:00,25413.05,211.16,190.59,1,50,50,-1228.43,-1271.26,-12.04,Hard close,7
2025-07-18,NIFTY,PUT,25144.6,25061.1,0.003331856941634645,10:00:00,25013.3,192.42,167.13,1,50,50,-1464.49,-1506.96,-15.66,Hard close,6
2025-07-21,NIFTY,CALL,25037.2,24894.55,0.005730169856454584,11:00:00,25065.7,136.35,94.13,1,50,50,-2310.85,-2352.23,-34.5,SL hit,3
