signal_id,date,time,index,direction,direction_int,conviction_score,lot_size,day_quality,close,vwap,vwap_distance,rsi,adx,ema_fast,ema_slow,pcr,iv_rank,pdh,pdl,weekly_high,weekly_low,dte,capital_before,capital_used,risk_amount,entry_premium,stop_loss,target,exit_premium,pnl,pnl_pct,exit_reason,trade_taken,outcome
27492E53,2025-11-19,14:30:00,NIFTY,CALL,1,69,1,NORMAL,26045.15,25975.95,69.2,76.8,25.06,25987.56,25951.45,1.0,50.0,26029.85,25876.5,26074.65,25740.8,1,76132.58,4092.5,613.87,81.85,69.57,130.96,77.26,-470.8,-11.5,Hard close (15:00),1,0
C4DFD517,2025-11-20,13:45:00,NIFTY,CALL,1,68,2,PREMIUM,26206.1,26138.8,67.3,89.07,30.06,26149.23,26126.87,1.0,50.0,26074.65,25856.2,26246.65,25740.8,7,75661.78,21785.0,3267.75,217.85,185.17,348.56,200.16,-2843.82,-13.05,NO_MOVE,1,0
A2C8AD0F,2025-11-26,13:45:00,NIFTY,CALL,1,68,1,NORMAL,26173.25,26112.94,60.31,75.81,33.19,26113.82,26055.62,1.0,50.0,26032.6,25857.5,26246.65,25842.95,1,72817.96,4111.5,616.73,82.23,69.9,131.57,86.74,-15.79,-0.38,Profit lock (14:00),1,0
24A529F1,2025-12-08,13:30:00,NIFTY,PUT,0,72,1,CAUTIOUS,25957.5,26065.06,-107.56,12.58,27.87,26060.41,26098.06,1.0,50.0,26202.6,25985.35,26202.6,25891.0,3,72802.17,7050.5,1057.57,141.01,119.86,225.62,105.59,-2012.71,-28.55,Hard close (15:00),1,0
0D5683C0,2025-12-29,14:30:00,NIFTY,PUT,0,69,1,NORMAL,25954.85,25988.51,-33.66,31.32,34.7,25978.4,26010.52,1.0,50.0,26144.2,26008.6,26236.4,25920.3,3,70789.46,7054.5,1058.17,141.09,119.93,225.74,132.46,-673.24,-9.54,Hard close (15:00),1,0
4353AE6E,2026-01-09,13:30:00,NIFTY,PUT,0,68,1,NORMAL,25709.15,25790.41,-81.26,28.46,28.78,25770.41,25807.54,1.0,50.0,26133.2,25858.45,26373.2,25623.0,6,70116.22,9879.5,1481.92,197.59,167.95,316.14,202.78,16.59,0.17,Profit lock (14:00),1,1
E9F19743,2026-01-20,14:00:00,NIFTY,PUT,0,65,1,NORMAL,25369.65,25449.33,-79.68,23.97,25.58,25437.23,25461.79,1.0,50.0,25653.3,25494.35,25899.8,25171.35,2,70132.81,5632.0,844.8,112.64,95.74,180.22,177.92,3021.13,53.64,Hard close (15:00),1,1
22D1F024,2026-01-29,14:30:00,NIFTY,CALL,1,71,1,NORMAL,25430.95,25288.83,142.12,74.01,29.55,25325.73,25292.58,1.0,50.0,25372.1,25187.65,25458.15,24932.55,7,73153.94,10569.0,1585.35,211.38,179.67,338.21,187.87,-1418.3,-13.42,Hard close (15:00),1,0
000FA05F,2026-02-01,14:00:00,NIFTY,PUT,0,70,1,NORMAL,25048.95,25227.77,-178.82,34.7,33.75,25188.38,25258.13,1.0,50.0,25370.7,25213.65,25458.15,24571.75,4,71735.64,7855.0,1178.25,157.1,133.53,251.36,194.37,1272.98,16.21,T1_TARGET (+24%),1,1
017C0964,2026-02-19,13:30:00,NIFTY,PUT,0,65,2,PREMIUM,25619.7,25695.13,-75.43,26.51,29.78,25688.51,25748.48,1.0,50.0,25828.05,25645.15,25906.7,25372.7,7,73008.62,21272.0,3190.8,212.72,180.81,340.35,219.3,211.83,1.0,Profit lock (14:00),1,1
7ECA9C87,2026-02-24,13:30:00,NIFTY,PUT,0,68,2,PREMIUM,25377.9,25477.65,-99.75,24.44,26.23,25470.43,25507.23,1.0,50.0,25771.45,25609.35,25885.3,25327.6,2,73220.45,11266.0,1689.9,112.66,95.76,180.26,95.76,-2200.31,-19.53,HARD_SL (-21.6%),1,0
4C25FD7B,2026-02-25,14:15:00,NIFTY,PUT,0,65,2,PREMIUM,25457.1,25558.41,-101.31,23.3,35.03,25532.58,25561.59,1.0,50.0,25641.8,25327.6,25885.3,25327.6,1,71020.14,7993.0,1198.95,79.93,67.94,127.89,62.03,-2231.5,-27.92,Hard close (15:00),1,0
7FE96878,2026-03-02,13:45:00,NIFTY,PUT,0,71,2,PREMIUM,24675.35,24799.81,-124.46,23.41,28.68,24778.46,24833.79,1.0,50.0,25476.4,25141.3,25652.6,24603.5,3,68788.64,13390.0,2008.5,133.9,113.81,214.24,113.81,-2532.19,-18.91,HARD_SL (-65.4%),1,0
C200FC92,2026-03-11,14:00:00,NIFTY,PUT,0,75,3,PREMIUM,23959.2,24053.07,-93.87,27.68,38.37,24044.86,24128.25,1.0,50.0,24303.8,24079.95,24854.2,23697.8,1,66256.45,11278.5,1691.77,75.19,63.91,120.3,63.91,-2379.67,-21.1,HARD_SL (-23.5%),1,0
AFE68DC4,2026-03-13,13:30:00,NIFTY,PUT,0,65,2,PREMIUM,23189.35,23327.66,-138.31,28.29,25.66,23323.98,23391.5,1.0,50.0,23833.15,23556.3,24303.8,23112.0,6,63876.78,17816.0,2672.4,178.16,151.44,285.06,151.44,-3523.09,-19.77,HARD_SL (-16.7%),1,0
12386F77,2026-03-19,14:15:00,NIFTY,PUT,0,65,2,PREMIUM,23111.3,23238.1,-126.8,27.86,26.14,23227.81,23267.09,1.0,50.0,23862.25,23618.45,23862.25,22930.35,7,60353.69,19195.0,2879.25,191.95,163.16,307.12,239.06,5040.69,26.26,Hard close (15:00),1,1
C6F4D7E1,2026-04-06,14:00:00,NIFTY,CALL,1,68,2,PREMIUM,22862.8,22693.42,169.38,72.72,28.21,22721.98,22664.29,1.0,50.0,22782.3,22182.55,23186.1,22182.55,3,65394.38,12463.0,1869.45,124.63,105.94,199.41,156.32,2724.61,21.86,Hard close (15:00),1,1
C7E7C67F,2026-04-07,14:30:00,NIFTY,CALL,1,69,2,PREMIUM,23014.1,22929.68,84.42,58.61,27.1,22951.41,22921.54,1.0,50.0,22998.35,22542.95,23153.85,22182.55,2,68118.99,10229.0,1534.35,102.29,86.95,163.66,132.11,2547.41,24.9,Profit lock (14:00),1,1
