date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,entry_premium,sl_spot,tp_spot,lots,lot_size,quantity,partial1_lots,partial1_px,partial2_lots,partial2_px,exit_premium,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2025-03-27,BANKNIFTY,ORB,CALL,NEUTRAL,-0.186,10:50:00,10:55:00,51591.55,396.88,51356.54,52142.6,1,15,15,0,0.0,0,0.0,378.75,-301.9,-343.6,-5.76,NO_MOVE_EXTENDED,6
2025-04-01,BANKNIFTY,ORB,PUT,BEARISH,-0.7,10:55:00,11:00:00,50892.0,159.83,51318.84,50429.1,1,15,15,0,0.0,0,0.0,148.37,-201.88,-242.54,-10.05,Trail SL,1
2025-04-08,BANKNIFTY,ORB,PUT,BULLISH,0.805,10:30:00,10:35:00,50236.5,157.77,50510.1,49780.83,1,15,15,1,250.78892000000147,0,0.0,250.79,1365.28,1324.16,55.6,Partial 1 + close,1
2025-04-08,BANKNIFTY,ORB,PUT,BULLISH,0.805,10:35:00,10:40:00,50052.5,157.19,50510.1,49780.83,1,15,15,0,0.0,0,0.0,50.6,-1628.87,-1669.09,-70.34,Hard SL,1
2025-04-09,BANKNIFTY,ORB,PUT,NEUTRAL,-0.174,11:00:00,11:05:00,49996.5,415.43,50327.15,49890.65,1,15,15,0,0.0,0,0.0,347.84,-1043.92,-1085.48,-17.38,Hard SL,7
2025-04-17,BANKNIFTY,ORB,CALL,NEUTRAL,0.084,11:40:00,11:45:00,53749.55,413.48,53297.03,53842.52,1,15,15,0,0.0,0,0.0,470.3,822.23,780.12,12.55,TP hit,6
2025-04-22,BANKNIFTY,ORB,CALL,NEUTRAL,0.215,11:20:00,11:25:00,55808.85,175.27,55505.18,56177.93,1,15,15,0,0.0,0,0.0,110.42,-1002.77,-1043.26,-39.46,Hard SL,1
2025-04-22,BANKNIFTY,ORB,CALL,NEUTRAL,0.215,11:25:00,11:30:00,55682.8,174.87,55505.18,56177.93,1,15,15,0,0.0,0,0.0,137.82,-585.74,-626.36,-23.74,Hard SL,1
2025-04-23,BANKNIFTY,ORB,PUT,BULLISH,0.968,10:30:00,10:35:00,55266.5,459.21,55730.4,54783.33,1,15,15,0,0.0,0,0.0,373.54,-1315.05,-1356.72,-19.65,Hard SL,7
2025-04-25,BANKNIFTY,ORB,PUT,NEUTRAL,-0.154,11:45:00,11:50:00,54234.35,380.86,54954.88,53937.43,1,15,15,0,0.0,0,0.0,300.99,-1228.12,-1269.47,-22.16,Hard SL,5
2025-05-07,BANKNIFTY,VWAP,PUT,BEARISH,-0.315,11:45:00,11:50:00,54335.45,451.48,54413.95,0.0,1,15,15,0,0.0,0,0.0,370.89,-1238.78,-1280.45,-18.87,Hard SL,7
2025-05-09,BANKNIFTY,VWAP,CALL,BEARISH,-1.008,11:25:00,11:30:00,53868.8,378.29,53690.35,0.0,1,15,15,0,0.0,0,0.0,287.83,-1386.93,-1428.22,-25.1,Hard SL,5
2025-05-14,BANKNIFTY,ORB,PUT,NEUTRAL,0.08,11:45:00,11:50:00,54857.2,455.81,55005.32,54482.6,1,15,15,0,0.0,0,0.0,509.91,781.52,739.23,10.79,Trail SL,7
2025-05-15,BANKNIFTY,VWAP,CALL,NEUTRAL,-0.012,10:30:00,10:35:00,54654.15,420.44,54547.6,0.0,1,15,15,0,0.0,0,0.0,463.96,622.77,580.69,9.19,Trail SL,6
2025-05-19,BANKNIFTY,ORB,CALL,NEUTRAL,-0.045,10:50:00,10:55:00,55626.6,247.06,55448.03,55837.55,1,15,15,0,0.0,0,0.0,204.11,-674.18,-715.1,-19.22,Hard SL,2
2025-05-22,BANKNIFTY,ORB,PUT,BEARISH,-0.344,11:35:00,11:40:00,54649.95,420.41,54784.95,54394.35,1,15,15,0,0.0,0,0.0,410.22,-182.81,-224.65,-3.55,NO_MOVE_EXTENDED,6
2025-05-23,BANKNIFTY,ORB,CALL,NEUTRAL,-0.007,10:45:00,10:50:00,55251.45,388.0,55066.99,55613.38,1,15,15,0,0.0,0,0.0,337.77,-783.47,-824.99,-14.14,NO_MOVE_TREND_LOST,5
2025-05-26,BANKNIFTY,ORB,PUT,NEUTRAL,0.262,10:35:00,10:40:00,55433.9,246.2,55624.49,54978.38,1,15,15,0,0.0,0,0.0,188.32,-898.26,-939.1,-25.33,Hard SL,2
2025-05-27,BANKNIFTY,VWAP,CALL,NEUTRAL,-0.181,11:00:00,11:05:00,55277.8,173.6,55104.85,0.0,1,15,15,1,290.99223808960073,0,0.0,290.99,1730.88,1689.58,64.51,Partial 1 + close,1
2025-05-27,BANKNIFTY,PDH_PDL,CALL,NEUTRAL,-0.181,12:30:00,12:35:00,55514.45,174.35,55250.68,55385.09,1,15,15,0,0.0,0,0.0,138.25,-571.46,-612.08,-23.27,VWAP TP,1
2025-06-06,BANKNIFTY,PDH_PDL,CALL,NEUTRAL,-0.198,10:20:00,10:25:00,55807.75,391.91,55537.48,55723.56,1,15,15,0,0.0,0,0.0,519.07,1877.36,1835.03,31.14,VWAP TP,5
2025-06-12,BANKNIFTY,ORB,PUT,NEUTRAL,0.076,10:40:00,10:45:00,56288.2,433.01,56457.96,56064.3,1,15,15,0,0.0,0,0.0,417.53,-262.17,-304.04,-4.67,NO_MOVE_EXTENDED,6
2025-06-24,BANKNIFTY,ORB,CALL,BULLISH,0.557,11:25:00,11:30:00,56788.45,178.35,56656.24,57135.4,1,15,15,0,0.0,0,0.0,119.46,-913.3,-953.83,-35.46,Hard SL,1
2025-06-26,BANKNIFTY,PDH_PDL,PUT,NEUTRAL,0.181,10:40:00,10:45:00,56628.45,435.63,56707.47,56696.28,1,15,15,0,0.0,0,0.0,417.91,-295.76,-337.64,-5.16,VWAP TP,6
2025-07-03,BANKNIFTY,VWAP,PUT,NEUTRAL,0.137,11:25:00,11:30:00,57070.1,439.02,57135.5,0.0,1,15,15,0,0.0,0,0.0,473.79,491.6,449.48,6.81,Hard close (15:15),6
2025-07-08,BANKNIFTY,VWAP,PUT,NEUTRAL,0.042,10:45:00,10:50:00,57117.15,179.38,57210.35,0.0,1,15,15,0,0.0,0,0.0,151.2,-452.74,-493.41,-18.24,Hard SL,1
