date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,sl_spot,tp_spot,sl_pts,lots,lot_size,quantity,exit_spot,gross_pnl,net_pnl,pnl_pct,exit_reason
2024-12-02,BANKNIFTY,PDH_PDL,CALL,NEUTRAL,0.123,10:15:00,10:20:00,51892.9,51789.11,51996.69,103.79,1,15,15,51787.85,-1590.75,-1708.43,-0.22,SL hit
2024-12-02,BANKNIFTY,PDH_PDL,CALL,NEUTRAL,0.123,13:55:00,14:00:00,51939.1,51835.22,52042.98,103.88,1,15,15,52062.45,1835.25,1717.16,0.22,TP hit
2024-12-04,BANKNIFTY,ORB,CALL,NEUTRAL,0.216,10:50:00,10:55:00,53130.0,52971.1,53388.4,158.9,1,15,15,52952.0,-2685.0,-2804.43,-0.35,SL hit
2024-12-05,BANKNIFTY,ORB,PUT,NEUTRAL,0.223,10:55:00,11:00:00,52908.2,53067.71,52802.38,159.51,1,15,15,53075.95,-2501.25,-2620.86,-0.33,SL hit
2024-12-10,BANKNIFTY,VWAP,PUT,NEUTRAL,0.055,12:15:00,12:20:00,53456.6,53563.51,0.0,106.91,1,15,15,53585.8,-1923.0,-2043.38,-0.25,SL hit
2024-12-13,BANKNIFTY,ORB,PUT,NEUTRAL,-0.216,10:30:00,10:35:00,52339.7,52498.03,52094.55,158.33,1,15,15,52563.5,-3342.0,-3460.84,-0.44,SL hit
2024-12-17,BANKNIFTY,VWAP,CALL,NEUTRAL,-0.181,10:55:00,11:00:00,53216.2,53109.77,0.0,106.43,1,15,15,53026.8,-2856.0,-2975.54,-0.37,SL hit
2024-12-18,BANKNIFTY,ORB,PUT,NEUTRAL,-0.176,10:30:00,10:35:00,52452.85,52610.49,52134.0,157.64,1,15,15,52122.35,4972.5,4854.32,0.62,TP hit
2024-12-19,BANKNIFTY,ORB,CALL,BEARISH,-1.488,11:35:00,11:40:00,51746.9,51592.06,52136.5,154.84,1,15,15,51586.0,-2428.5,-2545.88,-0.33,SL hit
2024-12-23,BANKNIFTY,VWAP,PUT,BULLISH,0.338,11:55:00,12:00:00,51281.5,51384.06,0.0,102.56,1,15,15,51333.1,-759.0,-876.0,-0.11,Hard close (15:15)
